<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20110614;00:00;9881.0000000;9989.0000000;9850.0000000;9902.0000000;348859
20110615;00:00;9893.0000000;10000.0000000;9752.0000000;9766.0000000;607801
20110616;00:00;9765.0000000;9828.0000000;9661.0000000;9775.0000000;632989
20110617;00:00;9771.0000000;9801.0000000;9599.0000000;9636.0000000;558006
20110620;00:00;9634.0000000;9634.0000000;9530.0000000;9614.0000000;450066
20110621;00:00;9616.0000000;9755.0000000;9616.0000000;9702.0000000;435815
20110622;00:00;9701.0000000;9719.0000000;9589.0000000;9606.0000000;403795
20110623;00:00;9605.0000000;9708.0000000;9471.0000000;9584.0000000;640612
20110624;00:00;9590.0000000;9813.0000000;9590.0000000;9741.0000000;757643
20110627;00:00;9737.0000000;9820.0000000;9650.0000000;9787.0000000;570350
20110628;00:00;9783.0000000;10027.0000000;9741.0000000;10012.0000000;503671
20110629;00:00;10015.0000000;10092.0000000;9960.0000000;10020.0000000;462210
20110630;00:00;10029.0000000;10112.0000000;10010.0000000;10087.0000000;371802
20110701;00:00;10083.0000000;10568.0000000;10070.0000000;10539.0000000;944067
20110704;00:00;10533.0000000;10613.0000000;10492.0000000;10567.0000000;332501
20110705;00:00;10567.0000000;10626.0000000;10467.0000000;10496.0000000;496116
20110706;00:00;10510.0000000;10583.0000000;10412.0000000;10539.0000000;517653
20110707;00:00;10540.0000000;10865.0000000;10540.0000000;10809.0000000;615146
20110708;00:00;10820.0000000;10836.0000000;10549.0000000;10608.0000000;572322
20110711;00:00;10603.0000000;10603.0000000;10290.0000000;10312.0000000;482827
20110712;00:00;10311.0000000;10413.0000000;10162.0000000;10367.0000000;793761
20110713;00:00;10378.0000000;10599.0000000;10278.0000000;10474.0000000;617045
20110714;00:00;10472.0000000;10583.0000000;10358.0000000;10456.0000000;654071
20110715;00:00;10456.0000000;10666.0000000;10410.0000000;10639.0000000;662416
20110718;00:00;10632.0000000;10632.0000000;10124.0000000;10186.0000000;653689
20110719;00:00;10198.0000000;10376.0000000;10198.0000000;10366.0000000;538029
20110720;00:00;10370.0000000;10432.0000000;10211.0000000;10249.0000000;456036
20110721;00:00;10252.0000000;10418.0000000;10060.0000000;10393.0000000;904120
20110722;00:00;10395.0000000;10460.0000000;10216.0000000;10256.0000000;735653
20110725;00:00;10253.0000000;10371.0000000;10068.0000000;10321.0000000;584210
20110726;00:00;10329.0000000;10405.0000000;10237.0000000;10289.0000000;553353
20110727;00:00;10283.0000000;10374.0000000;10171.0000000;10172.0000000;549787
20110728;00:00;10189.0000000;10354.0000000;10150.0000000;10275.0000000;543885
20110729;00:00;10275.0000000;10330.0000000;10141.0000000;10277.0000000;570482
20110801;00:00;10279.0000000;10459.0000000;10279.0000000;10338.0000000;498969
20110802;00:00;10336.0000000;10350.0000000;10174.0000000;10177.0000000;606657
20110803;00:00;10174.0000000;10250.0000000;9958.0000000;10065.0000000;918345
20110804;00:00;10069.0000000;10123.0000000;9684.0000000;9700.0000000;1101280
20110805;00:00;9689.0000000;9866.0000000;9465.0000000;9631.0000000;1478270
20110808;00:00;9625.0000000;9625.0000000;8452.0000000;8543.0000000;1429116
20110809;00:00;8540.0000000;9299.0000000;8452.0000000;9230.0000000;1696522
20110810;00:00;9242.0000000;9435.0000000;8440.0000000;8554.0000000;1497840
20110811;00:00;8561.0000000;8847.0000000;7952.0000000;8702.0000000;1735518
20110812;00:00;8690.0000000;8712.0000000;8208.0000000;8621.0000000;1518131
20110815;00:00;8629.0000000;8877.0000000;8610.0000000;8856.0000000;685407
20110816;00:00;8855.0000000;8855.0000000;8480.0000000;8643.0000000;854765
20110817;00:00;8648.0000000;8788.0000000;8542.0000000;8674.0000000;754247
20110818;00:00;8662.0000000;8662.0000000;8027.0000000;8060.0000000;1055196
20110819;00:00;8058.0000000;8058.0000000;7628.0000000;7832.0000000;1400041
20110822;00:00;7826.0000000;8118.0000000;7643.0000000;7868.0000000;1155160
20110823;00:00;7870.0000000;8102.0000000;7585.0000000;7895.0000000;1291585
20110824;00:00;7894.0000000;7910.0000000;7616.0000000;7840.0000000;1163976
20110825;00:00;7831.0000000;8179.0000000;7762.0000000;7885.0000000;1540090
20110826;00:00;7894.0000000;8004.0000000;7641.0000000;7876.0000000;1292095
20110829;00:00;7881.0000000;8234.0000000;7881.0000000;8224.0000000;843143
20110830;00:00;8230.0000000;8370.0000000;8150.0000000;8350.0000000;947497
20110831;00:00;8345.0000000;8525.0000000;8243.0000000;8462.0000000;846138
20110901;00:00;8469.0000000;8550.0000000;8301.0000000;8437.0000000;942768
20110902;00:00;8435.0000000;8441.0000000;8186.0000000;8218.0000000;692556
20110905;00:00;8211.0000000;8211.0000000;7957.0000000;8016.0000000;772926
20110906;00:00;8014.0000000;8170.0000000;7950.0000000;8143.0000000;899654
20110907;00:00;8150.0000000;8489.0000000;8150.0000000;8452.0000000;711686
20110908;00:00;8452.0000000;8605.0000000;8328.0000000;8474.0000000;862769
20110909;00:00;8474.0000000;8550.0000000;8137.0000000;8170.0000000;924601
20110912;00:00;8281.0000000;8281.0000000;7966.0000000;8164.0000000;96847
20110913;00:00;8164.0000000;8248.0000000;7933.0000000;8213.0000000;263192
20110914;00:00;8200.0000000;8257.0000000;7982.0000000;8212.0000000;557829
20110915;00:00;8212.0000000;8350.0000000;8159.0000000;8235.0000000;905637
20110916;00:00;8237.0000000;8342.0000000;8120.0000000;8300.0000000;1004122
20110919;00:00;8296.0000000;8296.0000000;8076.0000000;8186.0000000;732464
20110920;00:00;8183.0000000;8400.0000000;8101.0000000;8230.0000000;893056
20110921;00:00;8230.0000000;8355.0000000;8085.0000000;8095.0000000;661148
20110922;00:00;8089.0000000;8089.0000000;7070.0000000;7207.0000000;1552548
20110923;00:00;7211.0000000;7419.0000000;6773.0000000;7164.0000000;1948757
20110926;00:00;7137.0000000;7270.0000000;6672.0000000;7154.0000000;1678043
20110927;00:00;7164.0000000;7498.0000000;7164.0000000;7334.0000000;964787
20110928;00:00;7332.0000000;7332.0000000;7000.0000000;7010.0000000;1141115
20110929;00:00;7017.0000000;7649.0000000;7017.0000000;7546.0000000;1247497
20110930;00:00;7550.0000000;7578.0000000;6960.0000000;6989.0000000;1416124
20111003;00:00;6982.0000000;7070.0000000;6738.0000000;6794.0000000;1246297
20111004;00:00;6803.0000000;6952.0000000;6168.0000000;6480.0000000;1720317
20111005;00:00;6490.0000000;6568.0000000;6193.0000000;6464.0000000;1652325
20111006;00:00;6459.0000000;6759.0000000;6434.0000000;6737.0000000;1287085
20111007;00:00;6741.0000000;6930.0000000;6730.0000000;6825.0000000;1164737
20111010;00:00;6832.0000000;7149.0000000;6770.0000000;7099.0000000;925880
20111011;00:00;7099.0000000;7180.0000000;6987.0000000;7139.0000000;1095031
20111012;00:00;7137.0000000;7576.0000000;7030.0000000;7464.0000000;1140464
20111013;00:00;7461.0000000;7712.0000000;7432.0000000;7627.0000000;1429310
20111014;00:00;7629.0000000;8206.0000000;7477.0000000;8177.0000000;1656283
20111017;00:00;8179.0000000;8509.0000000;7885.0000000;7913.0000000;1849226
20111018;00:00;7912.0000000;8061.0000000;7643.0000000;8051.0000000;1693229
20111019;00:00;8051.0000000;8241.0000000;7938.0000000;8054.0000000;1486914
20111020;00:00;8051.0000000;8298.0000000;7864.0000000;8173.0000000;1611118
20111021;00:00;8176.0000000;8340.0000000;8069.0000000;8335.0000000;896341
20111024;00:00;8339.0000000;8575.0000000;8292.0000000;8494.0000000;987587
20111025;00:00;8484.0000000;8484.0000000;8135.0000000;8197.0000000;1038676
20111026;00:00;8200.0000000;8594.0000000;8200.0000000;8431.0000000;1129328
20111027;00:00;8435.0000000;8818.0000000;8435.0000000;8776.0000000;1097903
20111028;00:00;8771.0000000;8771.0000000;8460.0000000;8602.0000000;1067281
20111031;00:00;8598.0000000;8598.0000000;8182.0000000;8193.0000000;880381
20111101;00:00;8186.0000000;8186.0000000;7684.0000000;7734.0000000;1266062
20111102;00:00;7750.0000000;7990.0000000;7695.0000000;7942.0000000;1223549
20111103;00:00;7939.0000000;8244.0000000;7637.0000000;8186.0000000;1614175
20111107;00:00;8181.0000000;8320.0000000;8049.0000000;8289.0000000;959977
20111108;00:00;8295.0000000;8565.0000000;8221.0000000;8551.0000000;875376
20111109;00:00;8551.0000000;8646.0000000;7743.0000000;7830.0000000;1477695
20111110;00:00;7817.0000000;8208.0000000;7692.0000000;8069.0000000;1555408
20111111;00:00;8070.0000000;8218.0000000;7942.0000000;8197.0000000;1188131
20111114;00:00;8198.0000000;8285.0000000;8005.0000000;8032.0000000;1130120
20111115;00:00;8032.0000000;8187.0000000;7893.0000000;8171.0000000;1258889
20111116;00:00;8165.0000000;8165.0000000;7926.0000000;8111.0000000;1128833
20111117;00:00;8108.0000000;8197.0000000;7801.0000000;7905.0000000;1517964
20111118;00:00;7908.0000000;8107.0000000;7866.0000000;8032.0000000;1022950
20111121;00:00;8031.0000000;8031.0000000;7434.0000000;7540.0000000;1196222
20111122;00:00;7543.0000000;7794.0000000;7532.0000000;7669.0000000;1111252
20111123;00:00;7663.0000000;7772.0000000;7465.0000000;7654.0000000;1186526
20111124;00:00;7651.0000000;7750.0000000;7543.0000000;7558.0000000;697623
20111125;00:00;7551.0000000;7930.0000000;7401.0000000;7833.0000000;1155075
20111128;00:00;7839.0000000;8390.0000000;7839.0000000;8362.0000000;944851
20111129;00:00;8365.0000000;8411.0000000;8206.0000000;8371.0000000;1073051
20111130;00:00;8357.0000000;9168.0000000;8130.0000000;9017.0000000;1516638
20111201;00:00;9015.0000000;9070.0000000;8660.0000000;8832.0000000;1205987
20111202;00:00;8834.0000000;9149.0000000;8683.0000000;8899.0000000;1275388
20111205;00:00;8900.0000000;9090.0000000;8900.0000000;8945.0000000;783491
20111206;00:00;8931.0000000;8946.0000000;8464.0000000;8655.0000000;1248530
20111207;00:00;8661.0000000;8768.0000000;8386.0000000;8528.0000000;1156292
20111208;00:00;8538.0000000;8797.0000000;8400.0000000;8418.0000000;1148572
20111209;00:00;8417.0000000;8470.0000000;8168.0000000;8284.0000000;1223636
20111212;00:00;8430.0000000;8581.0000000;7990.0000000;8050.0000000;71026
20111213;00:00;8070.0000000;8438.0000000;7919.0000000;8269.0000000;244443
20111214;00:00;8280.0000000;8470.0000000;8078.0000000;8175.0000000;890895
20111215;00:00;8168.0000000;8396.0000000;8043.0000000;8344.0000000;1097041
20111216;00:00;8345.0000000;8435.0000000;8136.0000000;8282.0000000;896982
20111219;00:00;8278.0000000;8326.0000000;7988.0000000;8173.0000000;914850
20111220;00:00;8176.0000000;8388.0000000;8094.0000000;8365.0000000;815636
20111221;00:00;8369.0000000;8442.0000000;8051.0000000;8176.0000000;899097
20111222;00:00;8176.0000000;8203.0000000;8011.0000000;8072.0000000;716848
20111223;00:00;8072.0000000;8196.0000000;8044.0000000;8105.0000000;558232
20111226;00:00;8109.0000000;8281.0000000;8095.0000000;8217.0000000;337526
20111227;00:00;8217.0000000;8258.0000000;8034.0000000;8099.0000000;322216
20111228;00:00;8090.0000000;8107.0000000;7956.0000000;7982.0000000;362600
20111229;00:00;8000.0000000;8037.0000000;7812.0000000;8007.0000000;478042
20111230;00:00;8005.0000000;8067.0000000;7893.0000000;8044.0000000;272236
20120103;00:00;8047.0000000;8388.0000000;8047.0000000;8334.0000000;306856
20120104;00:00;8333.0000000;8533.0000000;8275.0000000;8473.0000000;449673
20120105;00:00;8460.0000000;8528.0000000;8280.0000000;8385.0000000;417530
20120106;00:00;8375.0000000;8516.0000000;8239.0000000;8361.0000000;427952
20120109;00:00;8355.0000000;8503.0000000;8321.0000000;8459.0000000;374567
20120110;00:00;8456.0000000;8795.0000000;8456.0000000;8720.0000000;578205
20120111;00:00;8720.0000000;8764.0000000;8509.0000000;8586.0000000;709935
20120112;00:00;8592.0000000;8714.0000000;8471.0000000;8490.0000000;709039
20120113;00:00;8509.0000000;8594.0000000;8400.0000000;8429.0000000;650783
20120116;00:00;8425.0000000;8495.0000000;8321.0000000;8449.0000000;426595
20120117;00:00;8449.0000000;8642.0000000;8449.0000000;8476.0000000;616942
20120118;00:00;8479.0000000;8628.0000000;8464.0000000;8610.0000000;638582
20120119;00:00;8611.0000000;8679.0000000;8547.0000000;8670.0000000;650440
20120120;00:00;8670.0000000;8693.0000000;8551.0000000;8627.0000000;510921
20120123;00:00;8621.0000000;8636.0000000;8444.0000000;8552.0000000;743647
20120124;00:00;8551.0000000;8633.0000000;8510.0000000;8627.0000000;521149
20120125;00:00;8628.0000000;8920.0000000;8628.0000000;8875.0000000;865592
20120126;00:00;8882.0000000;9139.0000000;8857.0000000;9074.0000000;765271
20120127;00:00;9071.0000000;9206.0000000;9022.0000000;9206.0000000;686395
20120130;00:00;9203.0000000;9203.0000000;8935.0000000;9037.0000000;587234
20120131;00:00;9037.0000000;9146.0000000;9009.0000000;9033.0000000;587900
20120201;00:00;9032.0000000;9379.0000000;8969.0000000;9356.0000000;832676
20120202;00:00;9363.0000000;9430.0000000;9241.0000000;9275.0000000;786802
20120203;00:00;9279.0000000;9583.0000000;9261.0000000;9558.0000000;546690
20120206;00:00;9550.0000000;9550.0000000;9385.0000000;9421.0000000;520927
20120207;00:00;9421.0000000;9496.0000000;9335.0000000;9481.0000000;660787
20120208;00:00;9484.0000000;9581.0000000;9477.0000000;9570.0000000;565297
20120209;00:00;9568.0000000;9676.0000000;9500.0000000;9562.0000000;773592
20120210;00:00;9555.0000000;9555.0000000;9397.0000000;9446.0000000;523458
20120213;00:00;9456.0000000;9671.0000000;9456.0000000;9632.0000000;495346
20120214;00:00;9630.0000000;9756.0000000;9566.0000000;9599.0000000;596956
20120215;00:00;9601.0000000;9805.0000000;9601.0000000;9699.0000000;574197
20120216;00:00;9692.0000000;9766.0000000;9583.0000000;9759.0000000;589484
20120217;00:00;9764.0000000;9778.0000000;9662.0000000;9693.0000000;465392
20120220;00:00;9700.0000000;9838.0000000;9700.0000000;9768.0000000;348197
20120221;00:00;9772.0000000;9793.0000000;9603.0000000;9704.0000000;551952
20120222;00:00;9704.0000000;9770.0000000;9540.0000000;9626.0000000;586759
20120224;00:00;9628.0000000;10009.0000000;9628.0000000;9959.0000000;758534
20120227;00:00;9959.0000000;10050.0000000;9860.0000000;10039.0000000;664732
20120228;00:00;10039.0000000;10059.0000000;9851.0000000;9931.0000000;512814
20120229;00:00;9930.0000000;10075.0000000;9911.0000000;9987.0000000;516125
20120301;00:00;9985.0000000;10115.0000000;9916.0000000;10108.0000000;501066
20120302;00:00;10116.0000000;10242.0000000;10012.0000000;10218.0000000;611402
20120305;00:00;10204.0000000;10337.0000000;10161.0000000;10173.0000000;596208
20120306;00:00;10168.0000000;10180.0000000;9637.0000000;9670.0000000;851433
20120307;00:00;9677.0000000;9838.0000000;9677.0000000;9758.0000000;570313
20120311;00:00;9740.0000000;9933.0000000;9740.0000000;9865.0000000;14356
20120312;00:00;9860.0000000;9945.0000000;9760.0000000;9829.0000000;64936
20120313;00:00;9844.0000000;10084.0000000;9844.0000000;10082.0000000;177407
20120314;00:00;10087.0000000;10300.0000000;10085.0000000;10129.0000000;625309
20120315;00:00;10133.0000000;10193.0000000;9894.0000000;9953.0000000;718189
20120316;00:00;9967.0000000;10053.0000000;9890.0000000;9997.0000000;613003
20120319;00:00;10001.0000000;10110.0000000;9815.0000000;9950.0000000;724869
20120320;00:00;9947.0000000;9957.0000000;9675.0000000;9756.0000000;659668
20120321;00:00;9762.0000000;9888.0000000;9686.0000000;9807.0000000;660358
20120322;00:00;9800.0000000;9833.0000000;9463.0000000;9554.0000000;722769
20120323;00:00;9570.0000000;9753.0000000;9497.0000000;9741.0000000;621016
20120326;00:00;9742.0000000;9970.0000000;9731.0000000;9957.0000000;528241
20120327;00:00;9959.0000000;10025.0000000;9641.0000000;9674.0000000;580584
20120328;00:00;9675.0000000;9748.0000000;9390.0000000;9466.0000000;803712
20120329;00:00;9477.0000000;9565.0000000;9269.0000000;9405.0000000;770956
20120330;00:00;9418.0000000;9526.0000000;9331.0000000;9433.0000000;640983
20120402;00:00;9446.0000000;9543.0000000;9365.0000000;9496.0000000;570180
20120403;00:00;9498.0000000;9737.0000000;9481.0000000;9639.0000000;670746
20120404;00:00;9630.0000000;9711.0000000;9500.0000000;9585.0000000;669131
20120405;00:00;9587.0000000;9690.0000000;9300.0000000;9648.0000000;904098
20120406;00:00;9656.0000000;9674.0000000;9435.0000000;9460.0000000;516573
20120409;00:00;9460.0000000;9498.0000000;9240.0000000;9472.0000000;708823
20120410;00:00;9470.0000000;9595.0000000;9278.0000000;9331.0000000;808775
20120411;00:00;9335.0000000;9616.0000000;9335.0000000;9477.0000000;740777
20120412;00:00;9479.0000000;9565.0000000;9350.0000000;9479.0000000;786717
20120413;00:00;9472.0000000;9589.0000000;9415.0000000;9507.0000000;725106
20120416;00:00;9506.0000000;9506.0000000;9222.0000000;9325.0000000;841070
20120417;00:00;9314.0000000;9469.0000000;9202.0000000;9466.0000000;795082
20120418;00:00;9459.0000000;9549.0000000;9331.0000000;9381.0000000;787794
20120419;00:00;9392.0000000;9564.0000000;9360.0000000;9429.0000000;807244
20120420;00:00;9437.0000000;9609.0000000;9437.0000000;9578.0000000;623683
20120423;00:00;9571.0000000;9571.0000000;9255.0000000;9377.0000000;713174
20120424;00:00;9380.0000000;9443.0000000;9223.0000000;9349.0000000;741739
20120425;00:00;9356.0000000;9493.0000000;9356.0000000;9470.0000000;572719
20120426;00:00;9470.0000000;9494.0000000;9235.0000000;9395.0000000;667083
20120427;00:00;9384.0000000;9484.0000000;9258.0000000;9448.0000000;733852
20120428;00:00;9449.0000000;9499.0000000;9415.0000000;9481.0000000;106127
20120502;00:00;9490.0000000;9644.0000000;9365.0000000;9394.0000000;635861
20120503;00:00;9394.0000000;9430.0000000;9262.0000000;9284.0000000;646588
20120504;00:00;9284.0000000;9323.0000000;9067.0000000;9182.0000000;882694
20120505;00:00;9168.0000000;9168.0000000;9035.0000000;9065.0000000;147222
20120507;00:00;9050.0000000;9050.0000000;8724.0000000;8941.0000000;636018
20120508;00:00;8955.0000000;9091.0000000;8818.0000000;9021.0000000;698169
20120510;00:00;9017.0000000;9235.0000000;8976.0000000;9163.0000000;809122
20120511;00:00;9151.0000000;9167.0000000;8996.0000000;9091.0000000;678777
20120512;00:00;9091.0000000;9180.0000000;9069.0000000;9129.0000000;128828
20120514;00:00;9129.0000000;9129.0000000;8785.0000000;8802.0000000;704209
20120515;00:00;8808.0000000;8936.0000000;8677.0000000;8780.0000000;951472
20120516;00:00;8765.0000000;8839.0000000;8620.0000000;8667.0000000;912025
